id,land_use,du,yr_blt,eff_yr_blt,area_parcel,bldg_sqft,mkt_val,distance_to_nearest_park_m
53033007800965234278,single_family,1.0,1911.0,,0.13294065635663796,3370.0,1321000.0,170.54075870835294
53033007500965202501,office,0.0,1959.0,1990.0,0.14143012520416742,5808.0,2004500.0,338.92092345980046
53033007402965073263,industrial_warehouse,0.0,1926.0,1990.0,0.13225878658384496,1410.0,1948000.0,209.4769079436454
53033006300964691995,single_family,1.0,1950.0,,0.13733956082430135,1980.0,1271000.0,265.3344091901773
53033006300964974124,single_family,3.0,1957.0,,0.3795383635663233,2240.0,1757000.0,108.0671472373678
53033006300965012808,single_family,1.0,1907.0,1993.0,0.11443180235931096,2320.0,1083000.0,15.239940389718093
53033006200964723366,single_family,1.0,1910.0,,0.1146027345992682,2730.0,1176000.0,84.69596861816687
53033006200964723368,single_family,1.0,1905.0,,0.11471857880656515,2260.0,1131000.0,61.29961247907374
53033006200964723398,single_family,1.0,1918.0,,0.10867241190440484,1790.0,1001000.0,100.96627947614448
53033006200964772874,single_family,1.0,1948.0,,0.1424270966849481,2170.0,1044000.0,102.72242963508123
53033006200964928202,single_family,1.0,1924.0,,0.11900219133666373,1960.0,1093000.0,0.0
53033006200964928236,single_family,1.0,1930.0,,0.13120648873376653,2710.0,975000.0,115.18243895927411
53033006200964928310,single_family,1.0,1925.0,,0.1439839504133484,2900.0,1613000.0,1.9164580168742533
53033006200965067554,single_family,1.0,1923.0,,0.14061019752100662,2460.0,1002000.0,76.69483208980893
53033008900964712165,single_family,1.0,1901.0,,0.11291801248916435,940.0,602000.0,219.19496443427516
53033008900964712197,single_family,1.0,1906.0,,0.12421947070060604,2410.0,778000.0,267.1868237695735
53033008900964712363,single_family,1.0,1921.0,2003.0,0.13712102267838888,3080.0,1663000.0,60.78949243631434
53033008900964712537,single_family,1.0,1904.0,,0.1079827985249241,1730.0,724000.0,35.53480949950913
53033008900964712601,single_family,1.0,1942.0,,0.1441063874731368,1830.0,1028000.0,292.1431762713939
53033008900964712796,single_family,1.0,1988.0,,0.11502827566822528,2340.0,1199000.0,158.7533990169017
53033008900964725649,single_family,1.0,1954.0,,0.11870206076310715,1230.0,601000.0,310.2296464025745
53033008900965034582,single_family,1.0,2013.0,,0.11908802511458265,3660.0,2017000.0,95.63475725065096
