,uf_unique_,stop_id,name,operator,mode,direction,route_id,related_ro,related__1,related__2,headway_av,headway__1,headway__2,headway__3,hourly_arr,hourly_a_1,hourly_a_2,hourly_a_3,total_arri,total_ar_1,geometry_k,geometry
1740,f-9q9-scmtdcom_1758,2717R,Natural Bridges Dr & Delaware Ave,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,60.5,60.0,,0.5,0.19,0.25,3.0,4.0,fcb347657bc1a798,POINT (-122.057137 36.95499)
1741,f-9q9-scmtdcom_1759,2718R,Natural Bridges Dr & Delaware Ave,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,deae73112d898f74,POINT (-122.056969 36.95507)
1742,f-9q9-scmtdcom_1760,2719R,W Beach & Industrial Rd,Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,897587af20ba5639,POINT (-121.768311 36.90448)
1743,f-9q9-scmtdcom_1761,2721R,S Green Valley Rd & Main,Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,20e4fc8572089d71,POINT (-121.783974 36.917862)
1744,f-9q9-scmtdcom_1762,2722R,Soquel Dr & Lower Perimeter Rd (Sesnon House),Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,34a81d977db6ebc3,POINT (-121.928917 36.989567)
1745,f-9q9-scmtdcom_1763,2722R,Soquel Dr & Lower Perimeter Rd (Sesnon House),Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,34a81d977db6ebc3,POINT (-121.928917 36.989567)
1746,f-9q9-scmtdcom_1764,2722R,Soquel Dr & Lower Perimeter Rd (Sesnon House),Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,,55.0,60.0,59.3,0.5,1.5,0.94,0.69,15.0,11.0,34a81d977db6ebc3,POINT (-121.928917 36.989567)
1747,f-9q9-scmtdcom_1765,2722R,Soquel Dr & Lower Perimeter Rd (Sesnon House),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,34a81d977db6ebc3,POINT (-121.928917 36.989567)
1748,f-9q9-scmtdcom_1766,2722R,Soquel Dr & Lower Perimeter Rd (Sesnon House),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,55.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,34a81d977db6ebc3,POINT (-121.928917 36.989567)
1749,f-9q9-scmtdcom_1767,2722R,Soquel Dr & Lower Perimeter Rd (Sesnon House),Santa Cruz Metro,Bus,0,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0010,46.5,,57.78,,1.5,,0.62,,10.0,,34a81d977db6ebc3,POINT (-121.928917 36.989567)
1750,f-9q9-scmtdcom_1768,2723R,Delaware Ave & National,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,1a837fff4554ba9c,POINT (-122.032242 36.957859)
1751,f-9q9-scmtdcom_1769,2723R,Delaware Ave & National,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,60.0,60.0,,0.5,0.19,0.25,3.0,4.0,1a837fff4554ba9c,POINT (-122.032242 36.957859)
1752,f-9q9-scmtdcom_1770,2724R,S Green Valley Rd & Loma Prieta Ave,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,60.0,60.0,,1.0,1.0,0.75,,12.0,,c17605585242e2a,POINT (-121.776657 36.931389)
1753,f-9q9-scmtdcom_1771,2724R,S Green Valley Rd & Loma Prieta Ave,Santa Cruz Metro,Bus,1,72W,72W,Green Valley - Corralitos,72W0003,,,,121.5,,,,0.31,,5.0,c17605585242e2a,POINT (-121.776657 36.931389)
1754,f-9q9-scmtdcom_1772,2725R,E Lake & Bridge,Santa Cruz Metro,Bus,0,79,79,East Lake / Crestview,790008,,,120.0,240.0,0.5,,0.31,0.19,5.0,3.0,95d896e23559a535,POINT (-121.744064 36.930779)
1755,f-9q9-scmtdcom_1773,2726R,Green Valley Rd & Stewart Ave,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,,47.0,59.69,73.27,0.5,1.0,0.88,0.75,14.0,12.0,d184445c4e7d2e02,POINT (-121.771591 36.937431)
1756,f-9q9-scmtdcom_1774,2726R,Green Valley Rd & Stewart Ave,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,48.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,d184445c4e7d2e02,POINT (-121.771591 36.937431)
1757,f-9q9-scmtdcom_1775,2727R,Harkins Slough Rd (Pajaro Valley High School),Santa Cruz Metro,Bus,0,74S,74S,PVHS / Watsonville Hospital,74S0004,,,,,,,0.06,,1.0,,cf5e8f118255e24,POINT (-121.790749 36.914471)
1758,f-9q9-scmtdcom_1776,2728R,Water & Poplar,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660009,60.0,,68.75,79.5,1.0,0.5,0.81,0.69,13.0,11.0,5b2280e698f2048d,POINT (-122.00946 36.981316)
1759,f-9q9-scmtdcom_1777,2728R,Water & Poplar,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660010,,,,,,,0.06,,1.0,,5b2280e698f2048d,POINT (-122.00946 36.981316)
1760,f-9q9-scmtdcom_1778,2728R,Water & Poplar,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,60.0,73.64,1.0,1.0,0.88,0.75,14.0,12.0,5b2280e698f2048d,POINT (-122.00946 36.981316)
1761,f-9q9-scmtdcom_1779,2728R,Water & Poplar,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,60.0,60.0,76.36,1.0,1.0,1.0,0.75,18.0,14.0,5b2280e698f2048d,POINT (-122.00946 36.981316)
1762,f-9q9-scmtdcom_1780,2728R,Water & Poplar,Santa Cruz Metro,Bus,0,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0010,61.0,,57.0,,1.0,,0.62,,10.0,,5b2280e698f2048d,POINT (-122.00946 36.981316)
1763,f-9q9-scmtdcom_1781,2731R,Laurel & Blackburn,Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.76,1.0,1.0,1.0,1.12,16.0,20.0,fbeae00227b81447,POINT (-122.031334 36.968571)
1764,f-9q9-scmtdcom_1782,2731R,Laurel & Blackburn,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420013,,,,480.0,0.5,,0.06,0.12,1.0,2.0,fbeae00227b81447,POINT (-122.031334 36.968571)
1765,f-9q9-scmtdcom_1783,2732R,7th Ave & Tanner Ct,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,,65.0,68.92,63.25,0.5,1.0,0.81,0.81,13.0,13.0,339476d402305ca7,POINT (-121.992477 36.977974)
1766,f-9q9-scmtdcom_1784,2732R,7th Ave & Tanner Ct,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,339476d402305ca7,POINT (-121.992477 36.977974)
1767,f-9q9-scmtdcom_1785,2733R,Soquel Dr & Research Park Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,378e9ced8381b4a7,POINT (-121.967438 36.987053)
1768,f-9q9-scmtdcom_1786,2733R,Soquel Dr & Research Park Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,56.0,59.87,76.18,1.0,1.0,1.0,0.75,18.0,14.0,378e9ced8381b4a7,POINT (-121.967438 36.987053)
1769,f-9q9-scmtdcom_1787,2734R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,65.0,59.0,60.33,60.0,1.0,1.0,1.0,0.75,16.0,12.0,1031ebd55d893512,POINT (-121.770653 36.916489)
1770,f-9q9-scmtdcom_1788,2734R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,60.0,60.0,60.4,73.64,1.0,1.0,1.0,0.75,18.0,12.0,1031ebd55d893512,POINT (-121.770653 36.916489)
1771,f-9q9-scmtdcom_1789,2734R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,,60.0,,1.0,0.5,0.75,,12.0,,1031ebd55d893512,POINT (-121.770653 36.916489)
1772,f-9q9-scmtdcom_1790,2734R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,0,75,75,Green Valley,750008,60.0,60.0,60.08,70.1,1.0,1.0,0.81,0.69,14.0,11.0,1031ebd55d893512,POINT (-121.770653 36.916489)
1773,f-9q9-scmtdcom_1791,2734R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,1,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0014,60.0,,62.89,,1.0,,0.62,,11.0,,1031ebd55d893512,POINT (-121.770653 36.916489)
1774,f-9q9-scmtdcom_1792,2734R,Main & Pennsylvania Dr,Santa Cruz Metro,Bus,0,72W,72W,Green Valley - Corralitos,72W0002,,,,120.0,,,,0.31,,5.0,1031ebd55d893512,POINT (-121.770653 36.916489)
1775,f-9q9-scmtdcom_1793,2737R,Lincoln & Prospect,Santa Cruz Metro,Bus,0,69A,69A,Capitola Rd. / Watsonville via Airport Blvd.,69A0005,60.0,49.0,59.36,59.36,1.0,1.0,0.75,0.75,12.0,12.0,195cb2525d7257c0,POINT (-121.760994 36.922581)
1776,f-9q9-scmtdcom_1794,2738R,Westgate Dr & Technology Dr (Social Security),Santa Cruz Metro,Bus,0,72,72,Hospital / Pinto Lake,720004,60.0,,60.0,,1.0,0.5,0.75,,12.0,,92fe850b147cff4,POINT (-121.793701 36.923019)
1777,f-9q9-scmtdcom_1795,2739R,High & Tosca Terrace,Santa Cruz Metro,Bus,0,10,10,UCSC Via High,100007,,60.0,60.09,60.14,0.5,1.0,0.75,0.5,12.0,8.0,f45810bee3e46fba,POINT (-122.059326 36.979889)
1778,f-9q9-scmtdcom_1796,2739R,High & Tosca Terrace,Santa Cruz Metro,Bus,0,16,16,UCSC via Laurel East,160018,60.0,60.0,60.0,45.88,1.0,1.0,1.0,1.12,16.0,20.0,f45810bee3e46fba,POINT (-122.059326 36.979889)
1779,f-9q9-scmtdcom_1797,2739R,High & Tosca Terrace,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,f45810bee3e46fba,POINT (-122.059326 36.979889)
1780,f-9q9-scmtdcom_1798,2739R,High & Tosca Terrace,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,61.5,60.0,,0.5,0.19,0.25,3.0,4.0,f45810bee3e46fba,POINT (-122.059326 36.979889)
1781,f-9q9-scmtdcom_1799,2739R,High & Tosca Terrace,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420013,,,,480.0,,,0.06,0.12,1.0,2.0,f45810bee3e46fba,POINT (-122.059326 36.979889)
1782,f-9q9-scmtdcom_1800,2739R,High & Tosca Terrace,Santa Cruz Metro,Bus,0,42,42,Davenport / Bonny Doon,420012,,,120.0,,,0.5,0.12,,2.0,,f45810bee3e46fba,POINT (-122.059326 36.979889)
1783,f-9q9-scmtdcom_1801,2740R,Delaware & Swanton,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200023,60.0,,60.0,60.0,1.0,0.5,0.69,0.38,11.0,6.0,888381fe95e21aca,POINT (-122.054375 36.954983)
1784,f-9q9-scmtdcom_1802,2740R,Delaware & Swanton,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,60.5,60.0,,0.5,0.19,0.25,3.0,4.0,888381fe95e21aca,POINT (-122.054375 36.954983)
1785,f-9q9-scmtdcom_1803,2743R,Vernon & River (METRO Admin Offices),Santa Cruz Metro,Bus,0,04,04,Harvey West / Emeline,040001,,,56.88,,,0.5,0.56,,9.0,,ffcff16ce8f99e80,POINT (-122.032234 36.990452)
1786,f-9q9-scmtdcom_1804,2743R,Vernon & River (METRO Admin Offices),Santa Cruz Metro,Bus,0,04,04,Harvey West / Emeline,040003,60.0,,60.0,,1.0,,0.12,,2.0,,ffcff16ce8f99e80,POINT (-122.032234 36.990452)
1787,f-9q9-scmtdcom_1805,2747R,Almar & Rankin,Santa Cruz Metro,Bus,0,20,20,UCSC via Westside,200024,,,60.0,60.0,,,0.19,0.25,3.0,4.0,f862499c7c9c2cc3,POINT (-122.043564 36.960381)
1788,f-9q9-scmtdcom_1806,2748R,Capitola Ave & Hill,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,267a554cf15439f6,POINT (-121.952545 36.98167)
1789,f-9q9-scmtdcom_1807,2748R,Capitola Ave & Hill,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,267a554cf15439f6,POINT (-121.952545 36.98167)
1790,f-9q9-scmtdcom_1808,2800R,Capitola Mall,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,9ab697c15b547664,POINT (-121.966148 36.975555)
1791,f-9q9-scmtdcom_1809,2800R,Capitola Mall,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,9ab697c15b547664,POINT (-121.966148 36.975555)
1792,f-9q9-scmtdcom_1810,2800R,Capitola Mall,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660009,60.0,70.0,68.75,80.0,1.0,1.0,0.81,0.69,13.0,11.0,9ab697c15b547664,POINT (-121.966148 36.975555)
1793,f-9q9-scmtdcom_1811,2800R,Capitola Mall,Santa Cruz Metro,Bus,0,66,66,Live Oak via 17th,660010,,,,,,,0.06,,1.0,,9ab697c15b547664,POINT (-121.966148 36.975555)
1794,f-9q9-scmtdcom_1812,2800R,Capitola Mall,Santa Cruz Metro,Bus,0,68,68,Live Oak via Broadway / Portola,680013,65.0,60.0,60.73,61.0,1.0,1.0,0.75,0.38,12.0,6.0,9ab697c15b547664,POINT (-121.966148 36.975555)
1795,f-9q9-scmtdcom_1813,2801R,Capitola Mall - Lane 1,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660007,120.0,65.0,69.09,63.33,1.0,1.0,0.75,0.81,13.0,13.0,9a743a3e03c7bbb,POINT (-121.966217 36.975433)
1796,f-9q9-scmtdcom_1814,2801R,Capitola Mall - Lane 1,Santa Cruz Metro,Bus,1,66,66,Live Oak via 17th,660011,,,,,0.5,,0.06,,1.0,,9a743a3e03c7bbb,POINT (-121.966217 36.975433)
1797,f-9q9-scmtdcom_1815,2801R,Capitola Mall - Lane 1,Santa Cruz Metro,Bus,1,68,68,Live Oak via Broadway / Portola,680012,60.0,60.0,60.0,60.0,1.0,1.0,0.81,0.38,13.0,6.0,9a743a3e03c7bbb,POINT (-121.966217 36.975433)
1798,f-9q9-scmtdcom_1816,2801R,Capitola Mall - Lane 1,Santa Cruz Metro,Bus,1,69A,69A,Capitola Rd. / Watsonville via Airport Blvd.,69A0006,55.0,,60.18,60.2,1.0,0.5,0.75,0.69,12.0,11.0,9a743a3e03c7bbb,POINT (-121.966217 36.975433)
1799,f-9q9-scmtdcom_1817,2801R,Capitola Mall - Lane 1,Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,60.0,60.0,60.14,60.0,1.0,1.0,0.94,0.75,16.0,12.0,9a743a3e03c7bbb,POINT (-121.966217 36.975433)
1800,f-9q9-scmtdcom_1818,2802R,Capitola Mall - Lane 2,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,fefafd981cab5311,POINT (-121.966087 36.975677)
1801,f-9q9-scmtdcom_1819,2802R,Capitola Mall - Lane 2,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,fefafd981cab5311,POINT (-121.966087 36.975677)
1802,f-9q9-scmtdcom_1820,2802R,Capitola Mall - Lane 2,Santa Cruz Metro,Bus,0,69A,69A,Capitola Rd. / Watsonville via Airport Blvd.,69A0005,60.0,56.0,59.36,59.36,1.0,1.0,0.75,0.75,12.0,12.0,fefafd981cab5311,POINT (-121.966087 36.975677)
1803,f-9q9-scmtdcom_1821,2802R,Capitola Mall - Lane 2,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,60.0,56.0,60.0,59.3,1.0,1.0,0.94,0.69,15.0,11.0,fefafd981cab5311,POINT (-121.966087 36.975677)
1804,f-9q9-scmtdcom_1822,2900R,Watsonville Transit Center,Santa Cruz Metro,Bus,0,69A,69A,Capitola Rd. / Watsonville via Airport Blvd.,69A0005,60.0,49.0,59.36,59.36,1.0,1.0,0.75,0.75,12.0,12.0,7f3d150f555a671f,POINT (-121.759972 36.909691)
1805,f-9q9-scmtdcom_1823,2900R,Watsonville Transit Center,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,64.0,55.0,60.0,59.3,1.0,1.0,0.94,0.69,15.0,11.0,7f3d150f555a671f,POINT (-121.759972 36.909691)
1806,f-9q9-scmtdcom_1824,2900R,Watsonville Transit Center,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,,46.0,59.69,73.27,0.5,1.0,0.88,0.75,14.0,12.0,7f3d150f555a671f,POINT (-121.759972 36.909691)
1807,f-9q9-scmtdcom_1825,2900R,Watsonville Transit Center,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,46.0,59.64,71.5,1.0,1.0,0.94,0.69,17.0,13.0,7f3d150f555a671f,POINT (-121.759972 36.909691)
