,uf_unique_,stop_id,name,operator,mode,direction,route_id,related_ro,related__1,related__2,headway_av,headway__1,headway__2,headway__3,hourly_arr,hourly_a_1,hourly_a_2,hourly_a_3,total_arri,total_ar_1,geometry_k,geometry
947,f-9q9-scmtdcom_958,1832R,Soquel Dr & Monterey Ave,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,b531204560b537dc,POINT (-121.940834 36.987701)
948,f-9q9-scmtdcom_959,1832R,Soquel Dr & Monterey Ave,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,,56.0,60.0,59.3,0.5,1.5,0.94,0.69,15.0,11.0,b531204560b537dc,POINT (-121.940834 36.987701)
949,f-9q9-scmtdcom_960,1832R,Soquel Dr & Monterey Ave,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,b531204560b537dc,POINT (-121.940834 36.987701)
950,f-9q9-scmtdcom_961,1832R,Soquel Dr & Monterey Ave,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,55.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,b531204560b537dc,POINT (-121.940834 36.987701)
951,f-9q9-scmtdcom_962,1833R,Soquel Dr & Maplethorpe Ln,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,584d0a2fbe8bfd4e,POINT (-121.93811 36.988136)
952,f-9q9-scmtdcom_963,1833R,Soquel Dr & Maplethorpe Ln,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,584d0a2fbe8bfd4e,POINT (-121.93811 36.988136)
953,f-9q9-scmtdcom_964,1833R,Soquel Dr & Maplethorpe Ln,Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,60.0,60.0,60.29,60.0,1.0,1.0,0.94,0.75,16.0,12.0,584d0a2fbe8bfd4e,POINT (-121.93811 36.988136)
954,f-9q9-scmtdcom_965,1833R,Soquel Dr & Maplethorpe Ln,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,584d0a2fbe8bfd4e,POINT (-121.93811 36.988136)
955,f-9q9-scmtdcom_966,1833R,Soquel Dr & Maplethorpe Ln,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,584d0a2fbe8bfd4e,POINT (-121.93811 36.988136)
956,f-9q9-scmtdcom_967,1833R,Soquel Dr & Maplethorpe Ln,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,584d0a2fbe8bfd4e,POINT (-121.93811 36.988136)
957,f-9q9-scmtdcom_968,1834R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,ddd76a4f1ea1b22d,POINT (-121.936668 36.988773)
958,f-9q9-scmtdcom_969,1834R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,ddd76a4f1ea1b22d,POINT (-121.936668 36.988773)
959,f-9q9-scmtdcom_970,1834R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,60.0,60.0,60.36,60.0,1.0,1.0,0.94,0.75,16.0,12.0,ddd76a4f1ea1b22d,POINT (-121.936668 36.988773)
960,f-9q9-scmtdcom_971,1834R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,ddd76a4f1ea1b22d,POINT (-121.936668 36.988773)
961,f-9q9-scmtdcom_972,1834R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,ddd76a4f1ea1b22d,POINT (-121.936668 36.988773)
962,f-9q9-scmtdcom_973,1834R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,ddd76a4f1ea1b22d,POINT (-121.936668 36.988773)
963,f-9q9-scmtdcom_974,1835R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,8014f421358b4d1,POINT (-121.936417 36.98864)
964,f-9q9-scmtdcom_975,1835R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,8014f421358b4d1,POINT (-121.936417 36.98864)
965,f-9q9-scmtdcom_976,1835R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,,56.0,60.0,59.3,0.5,1.5,0.94,0.69,15.0,11.0,8014f421358b4d1,POINT (-121.936417 36.98864)
966,f-9q9-scmtdcom_977,1835R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,8014f421358b4d1,POINT (-121.936417 36.98864)
967,f-9q9-scmtdcom_978,1835R,Soquel Dr & Park Ave,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,55.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,8014f421358b4d1,POINT (-121.936417 36.98864)
968,f-9q9-scmtdcom_979,1836R,Soquel Dr & Willowbrook Ln,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,f2d2f48e2f12601a,POINT (-121.93235 36.990021)
969,f-9q9-scmtdcom_980,1836R,Soquel Dr & Willowbrook Ln,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,f2d2f48e2f12601a,POINT (-121.93235 36.990021)
970,f-9q9-scmtdcom_981,1836R,Soquel Dr & Willowbrook Ln,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,,55.0,60.0,59.3,0.5,1.5,0.94,0.69,15.0,11.0,f2d2f48e2f12601a,POINT (-121.93235 36.990021)
971,f-9q9-scmtdcom_982,1836R,Soquel Dr & Willowbrook Ln,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,f2d2f48e2f12601a,POINT (-121.93235 36.990021)
972,f-9q9-scmtdcom_983,1836R,Soquel Dr & Willowbrook Ln,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,55.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,f2d2f48e2f12601a,POINT (-121.93235 36.990021)
973,f-9q9-scmtdcom_984,1837R,Soquel Dr & Merrill Rd,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,b280fb7aeea7a5c2,POINT (-121.932785 36.990124)
974,f-9q9-scmtdcom_985,1837R,Soquel Dr & Merrill Rd,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,b280fb7aeea7a5c2,POINT (-121.932785 36.990124)
975,f-9q9-scmtdcom_986,1837R,Soquel Dr & Merrill Rd,Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,60.0,60.0,60.36,60.0,1.0,1.0,0.94,0.75,16.0,12.0,b280fb7aeea7a5c2,POINT (-121.932785 36.990124)
976,f-9q9-scmtdcom_987,1837R,Soquel Dr & Merrill Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,b280fb7aeea7a5c2,POINT (-121.932785 36.990124)
977,f-9q9-scmtdcom_988,1837R,Soquel Dr & Merrill Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,b280fb7aeea7a5c2,POINT (-121.932785 36.990124)
978,f-9q9-scmtdcom_989,1837R,Soquel Dr & Merrill Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,b280fb7aeea7a5c2,POINT (-121.932785 36.990124)
979,f-9q9-scmtdcom_990,1838R,Soquel Dr & Porter Gulch Rd,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,cd01040ca6ae9e46,POINT (-121.929962 36.990547)
980,f-9q9-scmtdcom_991,1838R,Soquel Dr & Porter Gulch Rd,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,cd01040ca6ae9e46,POINT (-121.929962 36.990547)
981,f-9q9-scmtdcom_992,1838R,Soquel Dr & Porter Gulch Rd,Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,60.0,60.0,60.36,60.0,1.0,1.0,0.94,0.75,16.0,12.0,cd01040ca6ae9e46,POINT (-121.929962 36.990547)
982,f-9q9-scmtdcom_993,1838R,Soquel Dr & Porter Gulch Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,cd01040ca6ae9e46,POINT (-121.929962 36.990547)
983,f-9q9-scmtdcom_994,1838R,Soquel Dr & Porter Gulch Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,cd01040ca6ae9e46,POINT (-121.929962 36.990547)
984,f-9q9-scmtdcom_995,1838R,Soquel Dr & Porter Gulch Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,cd01040ca6ae9e46,POINT (-121.929962 36.990547)
985,f-9q9-scmtdcom_996,1839R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,3c07198e4ff922f3,POINT (-121.925934 36.988716)
986,f-9q9-scmtdcom_997,1839R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,3c07198e4ff922f3,POINT (-121.925934 36.988716)
987,f-9q9-scmtdcom_998,1839R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,60.0,60.0,60.36,60.0,1.0,1.0,0.94,0.75,16.0,12.0,3c07198e4ff922f3,POINT (-121.925934 36.988716)
988,f-9q9-scmtdcom_999,1839R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,3c07198e4ff922f3,POINT (-121.925934 36.988716)
989,f-9q9-scmtdcom_1000,1839R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,3c07198e4ff922f3,POINT (-121.925934 36.988716)
990,f-9q9-scmtdcom_1001,1839R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,1,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0014,60.0,,64.0,,1.0,,0.69,,11.0,,3c07198e4ff922f3,POINT (-121.925934 36.988716)
991,f-9q9-scmtdcom_1002,1839R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,3c07198e4ff922f3,POINT (-121.925934 36.988716)
992,f-9q9-scmtdcom_1003,1840R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,8066317f01572f19,POINT (-121.924599 36.988106)
993,f-9q9-scmtdcom_1004,1840R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,8066317f01572f19,POINT (-121.924599 36.988106)
994,f-9q9-scmtdcom_1005,1840R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,64.0,55.0,60.0,59.3,1.0,1.5,0.94,0.69,15.0,11.0,8066317f01572f19,POINT (-121.924599 36.988106)
995,f-9q9-scmtdcom_1006,1840R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,8066317f01572f19,POINT (-121.924599 36.988106)
996,f-9q9-scmtdcom_1007,1840R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,55.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,8066317f01572f19,POINT (-121.924599 36.988106)
997,f-9q9-scmtdcom_1008,1840R,Soquel Dr & Cabrillo College Dr,Santa Cruz Metro,Bus,0,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0010,46.5,,57.78,,1.5,,0.62,,10.0,,8066317f01572f19,POINT (-121.924599 36.988106)
998,f-9q9-scmtdcom_1009,1841R,Soquel Dr & Borregas Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,972f3a0b96445c39,POINT (-121.920822 36.987057)
999,f-9q9-scmtdcom_1010,1841R,Soquel Dr & Borregas Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,972f3a0b96445c39,POINT (-121.920822 36.987057)
1000,f-9q9-scmtdcom_1011,1841R,Soquel Dr & Borregas Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,972f3a0b96445c39,POINT (-121.920822 36.987057)
1001,f-9q9-scmtdcom_1012,1841R,Soquel Dr & Borregas Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,55.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,972f3a0b96445c39,POINT (-121.920822 36.987057)
1002,f-9q9-scmtdcom_1013,1842R,Soquel Dr & Calabria,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,59b1927b360862e4,POINT (-121.918098 36.985977)
1003,f-9q9-scmtdcom_1014,1842R,Soquel Dr & Calabria,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,59b1927b360862e4,POINT (-121.918098 36.985977)
1004,f-9q9-scmtdcom_1015,1842R,Soquel Dr & Calabria,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,59b1927b360862e4,POINT (-121.918098 36.985977)
1005,f-9q9-scmtdcom_1016,1842R,Soquel Dr & Calabria,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,59b1927b360862e4,POINT (-121.918098 36.985977)
1006,f-9q9-scmtdcom_1017,1842R,Soquel Dr & Calabria,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,59b1927b360862e4,POINT (-121.918098 36.985977)
1007,f-9q9-scmtdcom_1018,1843R,Soquel Dr & Vienna Dr (Mar Vista Elem),Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,d697f7c78dfdcedd,POINT (-121.919319 36.986355)
1008,f-9q9-scmtdcom_1019,1843R,Soquel Dr & Vienna Dr (Mar Vista Elem),Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,d697f7c78dfdcedd,POINT (-121.919319 36.986355)
1009,f-9q9-scmtdcom_1020,1843R,Soquel Dr & Vienna Dr (Mar Vista Elem),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,d697f7c78dfdcedd,POINT (-121.919319 36.986355)
1010,f-9q9-scmtdcom_1021,1843R,Soquel Dr & Vienna Dr (Mar Vista Elem),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,55.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,d697f7c78dfdcedd,POINT (-121.919319 36.986355)
1011,f-9q9-scmtdcom_1022,1844R,Soquel Dr & Mar Vista Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,d0f3facd62b3e1ee,POINT (-121.915833 36.984833)
1012,f-9q9-scmtdcom_1023,1844R,Soquel Dr & Mar Vista Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,d0f3facd62b3e1ee,POINT (-121.915833 36.984833)
1013,f-9q9-scmtdcom_1024,1844R,Soquel Dr & Mar Vista Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,d0f3facd62b3e1ee,POINT (-121.915833 36.984833)
1014,f-9q9-scmtdcom_1025,1844R,Soquel Dr & Mar Vista Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,d0f3facd62b3e1ee,POINT (-121.915833 36.984833)
1015,f-9q9-scmtdcom_1026,1844R,Soquel Dr & Mar Vista Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,d0f3facd62b3e1ee,POINT (-121.915833 36.984833)
1016,f-9q9-scmtdcom_1027,1845R,Soquel Dr & Mar Vista Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,fd3d8a39f526f7a2,POINT (-121.916023 36.984703)
1017,f-9q9-scmtdcom_1028,1845R,Soquel Dr & Mar Vista Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,fd3d8a39f526f7a2,POINT (-121.916023 36.984703)
1018,f-9q9-scmtdcom_1029,1845R,Soquel Dr & Mar Vista Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,fd3d8a39f526f7a2,POINT (-121.916023 36.984703)
1019,f-9q9-scmtdcom_1030,1845R,Soquel Dr & Mar Vista Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,54.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,fd3d8a39f526f7a2,POINT (-121.916023 36.984703)
1020,f-9q9-scmtdcom_1031,1846R,Soquel Dr & W Ledyard Way,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,,0.5,0.19,,3.0,,371670499a3202bb,POINT (-121.911064 36.98251)
1021,f-9q9-scmtdcom_1032,1846R,Soquel Dr & W Ledyard Way,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,371670499a3202bb,POINT (-121.911064 36.98251)
1022,f-9q9-scmtdcom_1033,1846R,Soquel Dr & W Ledyard Way,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,371670499a3202bb,POINT (-121.911064 36.98251)
1023,f-9q9-scmtdcom_1034,1846R,Soquel Dr & W Ledyard Way,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,371670499a3202bb,POINT (-121.911064 36.98251)
1024,f-9q9-scmtdcom_1035,1846R,Soquel Dr & W Ledyard Way,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,371670499a3202bb,POINT (-121.911064 36.98251)
1025,f-9q9-scmtdcom_1036,1847R,Soquel Dr & W Ledyard Way,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,ff9318a57cce4edf,POINT (-121.910255 36.981739)
1026,f-9q9-scmtdcom_1037,1847R,Soquel Dr & W Ledyard Way,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,ff9318a57cce4edf,POINT (-121.910255 36.981739)
1027,f-9q9-scmtdcom_1038,1847R,Soquel Dr & W Ledyard Way,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,ff9318a57cce4edf,POINT (-121.910255 36.981739)
1028,f-9q9-scmtdcom_1039,1847R,Soquel Dr & W Ledyard Way,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,54.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,ff9318a57cce4edf,POINT (-121.910255 36.981739)
1029,f-9q9-scmtdcom_1040,1848R,Soquel Dr & State Park Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550012,,,240.0,,0.5,,0.19,,3.0,,e937c06916f65f56,POINT (-121.908997 36.980453)
1030,f-9q9-scmtdcom_1041,1848R,Soquel Dr & State Park Dr,Santa Cruz Metro,Bus,0,55,55,Rio Del Mar,550011,,,240.0,300.0,,,0.12,0.12,2.0,2.0,e937c06916f65f56,POINT (-121.908997 36.980453)
1031,f-9q9-scmtdcom_1042,1848R,Soquel Dr & State Park Dr,Santa Cruz Metro,Bus,0,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0005,64.0,55.0,60.0,59.3,1.0,1.5,0.94,0.69,15.0,11.0,e937c06916f65f56,POINT (-121.908997 36.980453)
1032,f-9q9-scmtdcom_1043,1848R,Soquel Dr & State Park Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,e937c06916f65f56,POINT (-121.908997 36.980453)
1033,f-9q9-scmtdcom_1044,1848R,Soquel Dr & State Park Dr,Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,55.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,e937c06916f65f56,POINT (-121.908997 36.980453)
1034,f-9q9-scmtdcom_1045,1848R,Soquel Dr & State Park Dr,Santa Cruz Metro,Bus,0,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0010,46.5,,57.89,,1.5,,0.62,,10.0,,e937c06916f65f56,POINT (-121.908997 36.980453)
1035,f-9q9-scmtdcom_1048,1849R,Soquel Dr & E Ledyard Way (Aptos Library),Santa Cruz Metro,Bus,1,69W,69W,Capitola Rd. / Cabrillo / Watsonville,69W0006,60.0,60.0,60.36,60.0,1.0,1.0,0.94,0.75,16.0,12.0,a2db716f0b265099,POINT (-121.908981 36.980858)
1036,f-9q9-scmtdcom_1049,1849R,Soquel Dr & E Ledyard Way (Aptos Library),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,a2db716f0b265099,POINT (-121.908981 36.980858)
1037,f-9q9-scmtdcom_1050,1849R,Soquel Dr & E Ledyard Way (Aptos Library),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,a2db716f0b265099,POINT (-121.908981 36.980858)
1038,f-9q9-scmtdcom_1051,1849R,Soquel Dr & E Ledyard Way (Aptos Library),Santa Cruz Metro,Bus,1,91X,91X,Commuter Express Santa Cruz / Watsonville,91X0014,60.0,,64.0,,1.0,,0.69,,11.0,,a2db716f0b265099,POINT (-121.908981 36.980858)
1039,f-9q9-scmtdcom_1052,1849R,Soquel Dr & E Ledyard Way (Aptos Library),Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,a2db716f0b265099,POINT (-121.908981 36.980858)
1040,f-9q9-scmtdcom_1053,1850R,Soquel Dr (Rancho Del Mar Center),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710011,60.0,60.0,59.85,73.45,1.0,1.0,0.88,0.75,14.0,12.0,cb26c9cfa142dd09,POINT (-121.907341 36.978474)
1041,f-9q9-scmtdcom_1054,1850R,Soquel Dr (Rancho Del Mar Center),Santa Cruz Metro,Bus,0,71,71,Santa Cruz / Watsonville,710027,60.0,54.0,59.79,71.7,1.0,1.0,0.94,0.69,17.0,13.0,cb26c9cfa142dd09,POINT (-121.907341 36.978474)
1042,f-9q9-scmtdcom_1055,1851R,Soquel Dr & State Park Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,59.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,36edaa48d42e17ea,POINT (-121.908195 36.979733)
1043,f-9q9-scmtdcom_1056,1851R,Soquel Dr & State Park Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,36edaa48d42e17ea,POINT (-121.908195 36.979733)
1044,f-9q9-scmtdcom_1057,1851R,Soquel Dr & State Park Dr,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710029,,,,,,,,0.06,,1.0,36edaa48d42e17ea,POINT (-121.908195 36.979733)
1045,f-9q9-scmtdcom_1058,1852R,Soquel Dr & Trout Gulch Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710028,70.0,60.0,60.33,73.55,1.0,1.0,1.0,0.75,18.0,12.0,a4241e33c67cfdc1,POINT (-121.899879 36.976662)
1046,f-9q9-scmtdcom_1059,1852R,Soquel Dr & Trout Gulch Rd,Santa Cruz Metro,Bus,1,71,71,Santa Cruz / Watsonville,710024,60.0,55.0,60.21,71.7,1.0,1.0,0.94,0.69,15.0,11.0,a4241e33c67cfdc1,POINT (-121.899879 36.976662)
